#_prom,Player,Team_prom,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,Team,#,Team_misc,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
196,KENNEDY CLEMENT,NRFL,27,13.7,6.7,2.5,5.7,0.432,0.5,1.8,0.292,1.2,1.6,0.727,0.6,1.9,2.5,0.5,0.2,0.2,1.4,1.3,194,NRFL,0.516,0.477,145.1,0.048,0.149,0.09699999999999999,0.075,0.175,0.9,0.018000000000000002,0.259,-7.5,1.2,94.9,99.8,-4.9,73.8,13.3,369.0,F,NRFL,49,NRFL,1,0,0,0,0,0,0,28,0,0.109,0.4,0.2,0.3,15,12,0.556,0.0,0.7,0.6,
197,KASEKELAYI MERVEDI MITEO,GCN,25,17.2,6.6,2.8,4.9,0.569,0.2,0.4,0.667,0.8,1.2,0.69,1.6,2.8,4.4,0.4,0.7,0.3,1.3,2.6,95,GCN,0.611,0.593,192.5,0.114,0.177,0.147,0.044000000000000004,0.191,0.023,0.019,0.17600000000000002,-5.8,1.3,109.2,97.3,12.0,126.1,16.6,428.8,F,GCN,171,GCN,0,0,0,0,0,0,0,21,0,0.114,0.3,0.6,0.2,10,15,0.4,0.8,0.9,1.7,DREAMLAND GRAN CANARIA
198,ALEX RUBIN DE CELIS,MAG,32,22.9,6.6,2.0,5.6,0.356,0.6,2.5,0.25,2.0,2.3,0.863,0.8,2.8,3.7,3.2,0.8,0.1,1.4,1.1,175,MAG,0.497,0.411,146.9,0.04,0.155,0.095,0.233,0.17800000000000002,0.019,0.5,0.161,2.9,1.2,109.0,103.1,5.9,208.4,14.0,732.0,G,MAG,113,MAG,0,0,0,0,0,0,0,16,0,0.187,2.2,0.5,0.4,19,13,0.594,1.3,1.0,2.3,HUESCA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,215.0,SG,CCC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,215.0,SG,CCC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,215.0,SG,KRC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,215.0,SG,KRC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,253.0,SG,CCC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,253.0,SG,CCC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,253.0,SG,KRC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,30,CCC,0.55,0.509,163.3,0.044000000000000004,0.127,0.086,0.235,0.184,0.036000000000000004,0.0,0.32799999999999996,-6.4,1.2,100.6,101.1,-0.5,50.4,19.8,253.0,SG,KRC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,215.0,SG,CCC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,215.0,SG,CCC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,215.0,SG,KRC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,215.0,SG,KRC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,CCC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,CCC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CORDOBA
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,KRC,213,CCC,0,0,0,0,0,0,0,18,0,0.248,0.7,0.5,0.2,5,6,0.455,0.3,0.3,0.6,CLAVIJO
199,ALBERTO MORENO,KRC,12,21.1,6.6,2.3,6.5,0.346,0.5,2.5,0.2,1.6,1.9,0.826,0.8,1.3,2.2,2.5,0.5,0.2,1.3,2.8,274,KRC,0.448,0.385,137.2,0.046,0.079,0.062,0.23199999999999998,0.154,0.013000000000000001,0.9,0.198,1.6,1.0,95.9,112.9,-17.0,38.9,10.1,253.0,SG,KRC,338,KRC,0,0,0,0,0,0,0,16,0,0.188,1.9,0.4,0.3,4,8,0.333,0.0,-0.1,0.0,CLAVIJO
200,CARLOS TOLEDO,LSA,28,21.9,6.5,2.4,6.0,0.405,0.4,1.9,0.222,1.3,2.2,0.574,1.6,3.0,4.7,0.7,0.5,0.1,1.0,2.3,268,LSA,0.47,0.44,120.1,0.08,0.161,0.11900000000000001,0.055999999999999994,0.13,0.011000000000000001,0.7,0.163,-2.6,1.1,97.3,104.4,-7.1,118.9,10.5,614.0,SF,LSA,79,LSA,1,0,0,0,0,0,0,14,0,0.117,0.7,0.4,0.4,15,13,0.536,0.2,0.7,0.8,LA SALUD ARCHENA
201,AUSTIN FADAL,CCC,23,15.7,6.5,2.2,4.9,0.455,0.3,1.3,0.233,1.8,2.4,0.732,0.9,1.2,2.0,0.5,0.8,0.0,1.2,2.3,142,CCC,0.549,0.487,142.1,0.065,0.095,0.08,0.063,0.165,0.028999999999999998,0.4,0.21899999999999997,-5.6,1.3,103.6,105.6,-2.0,62.3,15.1,362.0,SG,CCC,294,CCC,0,0,0,0,0,1,0,21,0,0.108,0.4,0.7,0.5,10,13,0.435,0.5,0.3,0.8,CORDOBA
202,KEN ISSANZA,CAJA,27,15.3,6.5,2.6,4.9,0.534,0.0,0.1,0.25,1.3,2.3,0.565,1.2,2.3,3.4,0.3,0.4,1.1,1.4,2.1,105,CAJA,0.556,0.538,134.9,0.09,0.161,0.127,0.034,0.198,0.016,0.081,0.223,-8.2,1.3,95.8,97.0,-1.2,115.3,16.2,414.0,FC,CAJA,172,CAJA,0,0,0,0,0,0,0,20,0,0.106,0.2,0.3,0.5,15,12,0.556,0.0,0.9,1.0,CAJA 87
203,SIDNEY CORREIA,PAE,18,17.4,6.5,2.4,4.8,0.5,0.0,0.1,0.0,1.7,3.2,0.544,2.6,2.9,5.5,0.6,1.1,0.3,1.7,2.1,82,PAE,0.527,0.5,104.4,0.159,0.19899999999999998,0.17800000000000002,0.057999999999999996,0.218,0.034,0.022000000000000002,0.201,-7.7,1.4,97.6,93.5,4.1,103.4,17.3,313.1,F,PAE,45,PAE,1,0,0,0,0,0,0,21,0,0.107,0.3,0.6,0.7,9,9,0.5,0.1,0.8,1.0,PALMA
204,BOE NGUIDJOL,TAR,10,18.7,6.5,2.4,5.5,0.436,0.7,2.9,0.241,1.0,1.4,0.714,1.3,2.8,4.1,1.3,0.7,0.3,0.8,3.3,158,TAR,0.531,0.5,139.2,0.08,0.17,0.125,0.11800000000000001,0.11599999999999999,0.02,0.016,0.168,0.3,1.2,113.0,107.1,5.9,51.0,14.8,187.0,F,TAR,225,TAR,0,0,0,0,0,0,0,13,0,0.129,1.6,0.9,0.3,2,8,0.2,0.4,0.1,0.5,TARRAGONA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,413.0,SF,CDP,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,413.0,SF,CDP,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,413.0,SF,VIRD,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,413.0,SF,VIRD,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,234.0,SF,CDP,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,234.0,SF,CDP,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,234.0,SF,VIRD,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,213,CDP,0.523,0.429,136.2,0.07,0.165,0.11599999999999999,0.086,0.131,0.9,0.5,0.18,-2.0,1.3,106.9,99.6,7.3,47.9,12.4,234.0,SF,VIRD,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,413.0,SF,CDP,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,413.0,SF,CDP,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,413.0,SF,VIRD,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,413.0,SF,VIRD,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,234.0,SF,CDP,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,234.0,SF,CDP,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,PONFERRADA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,234.0,SF,VIRD,36,VIRD,2,0,0,0,0,0,0,12,0,0.113,1.0,0.7,0.6,9,8,0.529,0.6,0.4,1.0,CIUDAD DE HUELVA
205,PAU TREVINO,VIRD,17,24.3,6.5,1.8,5.4,0.337,0.4,2.1,0.171,2.5,3.2,0.764,2.2,3.8,6.0,1.3,0.9,0.1,1.2,4.0,222,VIRD,0.473,0.37,127.2,0.11,0.19699999999999998,0.152,0.087,0.153,0.02,0.5,0.155,-1.5,1.2,106.6,104.2,2.5,90.4,12.2,234.0,SF,VIRD,129,CDP,0,0,0,0,0,0,0,13,0,0.123,0.9,0.3,0.6,8,3,0.727,0.4,0.4,0.8,CIUDAD DE HUELVA
206,ALFONSO ORTIZ,VIRD,17,17.5,6.4,1.9,5.8,0.337,0.8,3.2,0.236,1.8,2.3,0.769,0.2,0.8,1.1,1.0,0.8,0.1,1.6,2.2,310,VIRD,0.473,0.403,134.2,0.016,0.06,0.037000000000000005,0.099,0.19,0.024,0.4,0.223,-5.3,1.1,90.9,108.0,-17.1,20.4,8.5,298.0,G,VIRD,100,VIRD,0,0,0,0,0,0,0,20,0,0.106,0.6,0.5,0.4,9,8,0.529,-0.2,0.1,0.0,CIUDAD DE HUELVA
207,GONZALO OROZCO DOMINGUEZ,CCC,26,19.2,6.4,2.3,5.0,0.469,0.3,1.3,0.257,1.3,1.8,0.761,0.7,2.3,3.0,0.8,1.1,0.2,1.3,2.9,182,CCC,0.552,0.504,148.7,0.042,0.154,0.096,0.086,0.18899999999999997,0.032,0.016,0.179,-4.3,1.3,101.2,101.4,-0.3,98.5,13.8,499.0,F,CCC,240,CCC,0,0,0,0,0,1,0,14,0,0.128,0.6,0.8,0.4,12,14,0.462,0.4,0.7,1.2,CORDOBA
208,JOAN PARDINA,TAR,22,28.4,6.3,2.1,6.4,0.336,0.4,2.2,0.184,1.6,2.2,0.735,3.0,5.2,8.3,2.4,1.0,0.1,1.9,2.1,234,TAR,0.43,0.368,125.4,0.121,0.22899999999999998,0.17300000000000001,0.134,0.20199999999999999,0.019,0.3,0.146,-0.9,1.0,97.3,114.3,-17.1,181.9,11.6,625.0,SF,TAR,62,TAR,1,0,0,0,0,0,0,14,0,0.16,1.3,0.5,0.4,4,18,0.182,0.2,-0.3,-0.1,TARRAGONA
209,CHANDLER JACOBS,MEL,31,14.5,6.3,2.4,5.2,0.451,1.0,2.5,0.41,0.5,0.6,0.85,0.5,2.2,2.6,0.8,0.8,0.2,0.7,1.8,89,MEL,0.571,0.549,171.1,0.039,0.177,0.11,0.08800000000000001,0.11900000000000001,0.03,0.012,0.203,-1.5,1.2,109.8,102.5,7.3,132.8,17.0,449.5,G,MEL,266,MEL,0,0,0,0,0,0,0,25,0,0.101,1.0,1.1,0.1,18,13,0.581,0.9,0.6,1.6,MELILLA
210,CHICKEN KNOWLES,ISB,28,17.7,6.3,2.6,4.5,0.567,0.0,0.1,0.5,1.1,1.8,0.6,1.1,2.7,3.8,0.4,0.6,0.3,1.4,2.1,164,ISB,0.587,0.571,166.7,0.077,0.18100000000000002,0.13,0.048,0.212,0.018000000000000002,0.019,0.184,-6.6,1.4,101.7,103.9,-2.2,115.5,14.4,495.0,PF,ISB,314,ISB,0,0,0,0,0,0,0,18,0,0.115,0.3,0.4,0.4,13,15,0.464,0.5,0.6,1.0,IRAURGI
211,SILVANO MERLO,CDP,27,16.4,6.2,2.0,4.8,0.426,0.4,1.6,0.279,1.7,2.6,0.667,0.6,3.5,4.1,3.1,1.1,0.1,1.4,2.2,36,CDP,0.527,0.473,137.2,0.039,0.245,0.142,0.384,0.193,0.038,0.7,0.20600000000000002,4.1,1.3,106.6,91.7,14.9,182.6,19.4,443.7,GF,CDP,241,CDP,0,0,0,0,0,0,0,14,0,0.206,2.2,0.8,0.5,15,12,0.556,0.9,1.3,2.2,PONFERRADA
212,MIGUEL DE PABLO,KRC,25,23.0,6.2,2.1,5.8,0.363,1.0,3.6,0.267,1.0,1.3,0.781,0.5,2.2,2.7,3.6,0.7,0.0,1.6,3.1,259,KRC,0.484,0.445,141.1,0.027999999999999997,0.113,0.071,0.275,0.204,0.017,0.2,0.168,3.4,1.1,100.4,110.5,-10.1,116.0,10.7,574.0,PG,KRC,83,KRC,1,0,0,0,0,0,0,16,0,0.212,2.2,0.4,0.2,11,14,0.44,0.4,0.1,0.5,CLAVIJO
213,CHARLES KNOWLES,MAG,32,18.8,6.2,2.3,6.1,0.371,1.3,3.6,0.36,0.6,1.0,0.625,0.8,1.1,1.9,0.5,0.4,0.1,1.0,1.5,296,MAG,0.473,0.477,135.6,0.047,0.07400000000000001,0.06,0.047,0.13699999999999998,0.013000000000000001,0.7,0.183,-3.7,1.0,99.2,106.7,-7.5,68.5,9.3,603.0,GF,MAG,131,MAG,0,0,0,0,0,0,0,15,0,0.1,0.5,0.4,0.2,19,13,0.594,0.3,0.5,0.8,HUESCA
214,RICARDS VANAGS,KRC,13,15.4,6.2,2.2,4.8,0.468,0.9,2.5,0.364,0.8,0.9,0.833,0.8,1.7,2.5,0.5,0.2,0.4,0.7,1.7,137,KRC,0.595,0.565,166.5,0.057,0.131,0.09300000000000001,0.066,0.11800000000000001,0.8,0.027000000000000003,0.179,-2.2,1.3,113.9,110.3,3.6,50.5,15.3,200.0,F,KRC,230,KRC,0,0,0,0,0,0,0,14,0,0.102,0.8,0.3,0.2,6,7,0.462,0.5,0.0,0.5,CLAVIJO
215,PABLO SUAREZ,BEN,28,17.9,6.1,2.0,6.1,0.326,1.7,5.3,0.318,0.5,0.6,0.813,0.3,0.6,0.9,0.9,0.6,0.0,0.6,2.5,303,BEN,0.48,0.462,145.6,0.019,0.039,0.03,0.086,0.087,0.02,0.2,0.185,0.1,1.0,98.7,111.5,-12.8,52.0,8.6,501.0,G,BEN,170,BEN,0,0,0,0,0,0,0,17,0,0.102,1.5,1.1,0.1,12,16,0.429,0.2,0.0,0.2,BENICARLO
216,FERNANDO SIERRA,CAC,29,18.0,6.1,2.1,5.2,0.411,0.4,2.1,0.213,1.4,2.3,0.603,1.3,2.0,3.3,0.6,1.0,0.1,1.2,3.0,212,CAC,0.492,0.454,122.7,0.086,0.135,0.111,0.06,0.158,0.033,0.6,0.19899999999999998,-4.7,1.2,96.7,100.3,-3.7,93.5,12.5,523.0,G,CAC,107,CAC,0,0,0,0,0,0,0,18,0,0.106,0.5,0.9,0.5,17,12,0.586,0.1,0.9,1.0,CÁCERES
