#_prom,Player,Team_prom,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,Team,#,Team_misc,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
217,FABIAN FLORES MORENO,LSA,29,17.4,6.1,2.3,3.7,0.62,0.0,0.1,0.0,1.5,2.4,0.62,1.9,3.6,5.5,0.5,0.4,0.8,1.2,1.2,42,LSA,0.639,0.62,124.0,0.11599999999999999,0.24,0.17600000000000002,0.055999999999999994,0.196,0.013999999999999999,0.048,0.154,-4.6,1.6,114.4,99.2,15.3,202.9,19.1,505.0,C,LSA,86,LSA,1,0,0,0,0,0,0,18,0,0.106,0.4,0.4,0.7,15,14,0.517,1.2,0.9,2.1,LA SALUD ARCHENA
218,ANTONIO BURGOS,ALB,15,20.3,6.1,2.3,5.7,0.395,0.9,3.2,0.292,0.7,0.9,0.714,0.9,2.9,3.7,0.7,0.3,0.3,1.3,1.3,277,ALB,0.499,0.477,140.1,0.052000000000000005,0.14800000000000002,0.10400000000000001,0.067,0.171,0.7,0.013999999999999999,0.182,-4.1,1.1,91.0,99.8,-8.8,56.5,10.0,305.0,PF,ALB,181,ALB,0,0,0,0,0,0,0,14,0,0.122,0.5,0.2,0.2,7,8,0.467,-0.2,0.5,0.4,ALBACETE
219,EMILIO MARTINEZ,CBS,24,21.4,6.1,1.9,5.7,0.338,1.2,3.9,0.309,1.1,1.3,0.839,0.6,1.5,2.1,2.2,1.5,0.0,1.2,2.1,219,CBS,0.491,0.445,148.5,0.032,0.08800000000000001,0.059000000000000004,0.177,0.162,0.038,0.2,0.158,1.1,1.1,103.2,109.4,-6.2,109.9,12.3,512.5,PG,CBS,322,CBS,0,0,0,0,0,0,0,27,0,0.154,1.8,1.2,0.2,8,16,0.333,0.5,0.2,0.7,Oca Global - Cbsaloua
220,HUGO ARBOSA,KRC,27,21.6,6.1,2.5,5.0,0.5,0.2,1.0,0.179,0.9,1.3,0.657,2.2,3.2,5.4,0.9,0.9,0.1,0.8,2.2,135,KRC,0.542,0.518,133.6,0.122,0.17800000000000002,0.15,0.07400000000000001,0.127,0.023,0.7,0.142,-1.2,1.2,113.3,106.6,6.7,173.6,15.3,584.0,F,KRC,325,KRC,0,0,0,0,0,1,0,17,0,0.128,1.0,1.1,0.3,11,16,0.407,1.2,0.4,1.6,CLAVIJO
221,ALEX LLORCA,IBIZA,17,15.6,6.1,1.7,4.6,0.372,0.5,2.2,0.243,2.1,2.4,0.9,0.8,2.3,3.1,1.7,0.8,0.1,1.1,1.5,71,IBIZA,0.539,0.429,151.5,0.066,0.175,0.12300000000000001,0.17800000000000002,0.158,0.027000000000000003,0.8,0.209,0.5,1.3,112.7,97.5,15.2,84.8,17.8,265.0,SG,IBIZA,253,IBIZA,0,0,0,0,0,0,0,14,0,0.117,1.6,0.7,0.5,14,3,0.824,0.7,0.6,1.3,IBIZA
222,ERIC JIMENEZ,SGBB,20,15.8,6.1,2.3,6.0,0.375,0.9,3.3,0.273,0.7,1.0,0.65,0.6,1.5,2.1,1.2,0.7,0.0,1.1,1.4,231,SGBB,0.47,0.45,129.8,0.038,0.106,0.071,0.153,0.14,0.023,0.0,0.21899999999999997,-1.6,1.0,94.7,105.3,-10.6,59.0,11.8,315.0,SG,SGBB,317,SGBB,0,0,0,0,0,0,0,16,0,0.132,1.1,0.6,0.2,7,13,0.35,0.0,0.3,0.3,SOL GIRONES BASQUET
223,RAUL TIMONER,VIRD,11,27.9,6.0,2.0,6.2,0.324,0.9,3.7,0.244,1.1,1.6,0.667,0.5,3.0,3.5,4.6,1.2,0.1,2.5,2.5,301,VIRD,0.435,0.397,123.4,0.021,0.11800000000000001,0.069,0.262,0.26899999999999996,0.022000000000000002,0.3,0.156,1.9,1.0,87.5,119.8,-32.3,62.5,9.0,307.0,G,VIRD,128,VIRD,0,0,0,0,0,0,0,12,0,0.235,1.8,0.5,0.3,2,9,0.182,-0.3,-0.4,-0.7,CIUDAD DE HUELVA
224,LUCAS SALEH,PCBS,9,18.8,6.0,2.2,6.2,0.357,0.8,3.2,0.241,0.8,0.9,0.875,0.4,3.1,3.6,1.2,1.0,0.2,3.0,2.1,334,PCBS,0.454,0.42,147.4,0.027000000000000003,0.191,0.10800000000000001,0.127,0.312,0.028999999999999998,0.012,0.235,-11.4,1.0,71.4,112.7,-41.2,19.5,6.4,169.0,GF,PCBS,167,PCBS,0,0,0,0,0,0,0,12,0,0.135,0.4,0.3,0.1,1,8,0.111,-0.7,0.0,-0.7,Santfeliuenc
225,ALVARO FERNANDEZ RUIZ,TAR,25,17.5,6.0,1.8,5.0,0.36,0.8,2.8,0.29,1.6,2.3,0.684,0.5,1.6,2.1,2.3,1.0,0.1,1.7,2.0,235,TAR,0.496,0.44,133.4,0.031,0.115,0.071,0.21899999999999997,0.223,0.028999999999999998,0.5,0.19899999999999998,-1.0,1.2,95.9,113.4,-17.5,92.6,11.6,438.0,G,TAR,149,TAR,0,0,0,0,0,0,0,14,0,0.145,1.3,0.6,0.5,4,21,0.16,0.1,-0.1,-0.1,TARRAGONA
226,RAFAEL VILA BONANY,GOD,28,23.0,5.9,2.2,6.0,0.367,1.2,4.0,0.304,0.3,0.5,0.538,1.5,2.7,4.2,1.3,1.0,0.1,0.8,1.6,238,GOD,0.472,0.467,120.9,0.071,0.13699999999999998,0.10400000000000001,0.094,0.11599999999999999,0.023,0.7,0.14,0.3,1.0,105.0,101.7,3.3,154.4,11.6,645.0,F,GOD,247,GOD,0,0,0,0,0,0,0,21,0,0.124,1.6,1.2,0.1,16,12,0.571,0.7,1.0,1.6,GODELLA
227,LUIS GARCIA PEREZ,TAR,26,18.8,5.9,2.4,5.7,0.429,0.4,1.9,0.22,0.6,1.5,0.41,1.3,2.5,3.9,1.2,0.6,0.0,1.1,2.7,262,TAR,0.466,0.466,105.9,0.081,0.16699999999999998,0.122,0.114,0.15,0.017,0.2,0.179,-1.5,1.0,96.0,115.2,-19.1,97.6,10.7,488.0,F,TAR,284,TAR,0,0,0,0,0,0,0,15,0,0.129,1.1,0.6,0.3,4,22,0.154,0.1,-0.3,-0.2,TARRAGONA
228,MIGUEL AYESA,KRC,27,17.4,5.9,2.0,6.2,0.327,1.6,5.3,0.306,0.1,0.2,0.667,0.4,0.7,1.1,0.4,0.3,0.0,0.3,1.7,314,KRC,0.463,0.458,130.0,0.027999999999999997,0.052000000000000005,0.04,0.047,0.045,0.8,0.0,0.18100000000000002,0.0,0.9,99.6,115.2,-15.6,43.3,8.1,469.0,PG,KRC,304,KRC,0,0,0,0,0,0,0,18,0,0.093,1.5,0.9,0.0,12,15,0.444,0.3,-0.3,0.0,CLAVIJO
229,MAXIM ESTEBAN,PCBS,18,23.6,5.8,1.6,4.2,0.373,1.2,3.1,0.393,1.4,2.0,0.722,0.3,1.2,1.4,0.4,0.5,0.0,0.9,1.9,323,PCBS,0.572,0.52,148.8,0.013000000000000001,0.055999999999999994,0.035,0.031,0.15,0.011000000000000001,0.0,0.115,-2.5,1.4,106.7,119.3,-12.6,39.0,7.4,424.0,SF,PCBS,192,PCBS,0,0,0,0,0,0,0,13,0,0.073,0.5,0.6,0.5,3,15,0.167,0.4,-0.5,-0.1,Santfeliuenc
230,JONE LOPES PEDRO,PAE,4,17.5,5.8,2.3,3.3,0.692,0.0,0.0,0.0,1.3,1.5,0.833,1.0,2.5,3.5,1.3,0.3,0.5,1.0,1.5,76,PAE,0.735,0.692,152.6,0.06,0.17600000000000002,0.113,0.129,0.204,0.8,0.031,0.121,-0.9,1.8,128.9,98.2,30.7,23.5,17.6,70.1,C,PAE,102,PAE,0,0,0,0,0,0,0,8,0,0.128,1.3,0.3,0.5,2,2,0.5,0.3,0.1,0.4,PALMA
231,ADRIA DUCH,TAR,25,14.5,5.7,1.9,5.4,0.351,1.4,4.4,0.33,0.5,0.6,0.75,0.2,0.4,0.7,0.9,0.4,0.0,0.6,1.0,261,TAR,0.503,0.485,143.1,0.019,0.038,0.027999999999999997,0.107,0.102,0.016,0.0,0.19699999999999998,-0.4,1.1,104.3,119.5,-15.3,53.8,10.7,362.0,G,TAR,280,TAR,0,0,0,0,0,0,0,19,0,0.099,1.4,0.7,0.1,4,21,0.16,0.5,-0.4,0.0,TARRAGONA
232,KEVEN GOMES,BEN,12,16.3,5.7,2.3,4.5,0.519,0.0,0.0,0.0,1.0,1.4,0.706,2.2,3.3,5.5,0.4,0.3,0.1,0.8,2.6,109,BEN,0.553,0.519,122.4,0.171,0.225,0.2,0.044000000000000004,0.128,0.011000000000000001,0.5,0.174,-2.9,1.3,114.5,107.6,7.0,62.6,16.0,196.0,FC,BEN,28,BEN,2,0,0,0,0,0,0,13,0,0.095,0.6,0.4,0.3,5,7,0.417,0.5,0.1,0.6,BENICARLO
233,ANDONI ACHA,ISB,25,18.1,5.6,1.5,4.3,0.352,0.6,1.7,0.357,2.0,2.4,0.82,1.2,3.0,4.2,0.8,0.4,0.0,0.8,2.6,192,ISB,0.523,0.421,152.9,0.084,0.19399999999999998,0.14,0.08199999999999999,0.124,0.013999999999999999,0.3,0.16399999999999998,-1.1,1.3,112.6,103.9,8.7,105.4,13.5,453.0,F,ISB,321,ISB,0,0,0,0,0,0,0,14,0,0.091,1.1,0.6,0.6,12,13,0.48,1.0,0.5,1.5,IRAURGI
234,VUK STEVANIC,ALB,24,21.7,5.6,2.1,5.0,0.425,0.3,1.3,0.194,1.1,1.8,0.619,1.4,1.1,2.5,1.4,0.5,0.1,0.8,2.8,272,ALB,0.484,0.45,123.8,0.08,0.057,0.068,0.128,0.121,0.012,0.4,0.151,0.7,1.1,104.0,104.4,-0.3,77.0,10.2,520.0,F,ALB,256,ALB,0,0,0,0,0,0,0,13,0,0.144,1.8,0.6,0.4,12,12,0.5,0.6,0.6,1.1,ALBACETE
235,PACO SALVADOR,CCC,25,26.1,5.6,1.9,4.2,0.462,0.5,1.9,0.25,1.2,2.2,0.574,1.5,4.4,5.8,0.6,0.5,0.2,0.9,2.3,249,CCC,0.544,0.519,128.6,0.067,0.21,0.136,0.045,0.147,0.011000000000000001,0.012,0.111,-1.8,1.3,109.8,105.1,4.7,143.5,11.1,653.0,FC,CCC,183,CCC,0,0,0,0,0,0,0,16,0,0.103,0.7,0.6,0.5,12,13,0.48,0.8,0.6,1.5,CORDOBA
236,SEYDOU ABOUBACAR HIMA,CCC,11,13.8,5.5,1.7,3.9,0.442,0.0,0.0,0.0,2.1,4.0,0.523,0.7,3.3,4.0,0.3,0.3,0.2,1.2,1.6,198,CCC,0.489,0.442,96.5,0.062,0.26899999999999996,0.16699999999999998,0.04,0.17300000000000001,0.011000000000000001,0.017,0.23800000000000002,-7.3,1.4,90.6,100.7,-10.1,33.3,13.2,152.0,C,CCC,105,CCC,0,0,0,0,0,0,0,11,0,0.081,0.2,0.2,1.0,5,6,0.455,-0.1,0.3,0.1,CORDOBA
237,TONI ESPINOSA MELIAN,SGBB,28,22.6,5.5,2.0,6.9,0.285,1.2,4.4,0.279,0.4,0.5,0.733,1.0,1.5,2.5,1.8,0.7,0.1,1.1,1.4,321,SGBB,0.388,0.373,129.7,0.047,0.07200000000000001,0.059000000000000004,0.142,0.131,0.017,0.6,0.166,0.5,0.8,87.5,107.3,-19.9,88.1,7.4,634.0,F,SGBB,221,SGBB,0,0,0,0,0,0,0,16,0,0.143,1.7,0.7,0.1,11,17,0.393,-0.6,0.4,-0.2,SOL GIRONES BASQUET
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,214.0,G,LSA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,214.0,G,LSA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,214.0,G,IBIZA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,214.0,G,IBIZA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,147.0,G,LSA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,147.0,G,LSA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,147.0,G,IBIZA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,304,LSA,0.442,0.443,97.5,0.05,0.09300000000000001,0.07200000000000001,0.08199999999999999,0.155,0.017,0.0,0.228,-4.6,0.9,84.7,106.7,-22.0,31.4,8.6,147.0,G,IBIZA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,214.0,G,LSA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,214.0,G,LSA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,214.0,G,IBIZA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,214.0,G,IBIZA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,147.0,G,LSA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,147.0,G,LSA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,LA SALUD ARCHENA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,147.0,G,IBIZA,125,IBIZA,0,0,0,0,0,0,0,12,0,0.05,0.7,2.3,0.0,10,5,0.667,-0.3,0.1,-0.2,IBIZA
238,ANTON BOUZAN,LSA,15,14.3,5.5,1.9,5.9,0.33,1.3,4.7,0.282,0.3,0.7,0.364,0.7,1.2,1.9,0.7,0.5,0.0,1.1,0.5,330,IBIZA,0.367,0.367,52.1,0.8,0.084,0.044000000000000004,0.023,0.038,0.026000000000000002,0.0,0.24600000000000002,-1.1,0.7,83.0,106.5,-23.5,8.8,6.7,147.0,G,IBIZA,126,LSA,0,0,0,0,0,0,0,14,0,0.093,0.6,0.4,0.1,8,7,0.533,-0.4,0.2,-0.2,IBIZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,285.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,285.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,285.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,285.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,300,ZOR,0.504,0.474,162.5,0.026000000000000002,0.149,0.09,0.052000000000000005,0.128,0.013999999999999999,0.7,0.159,-2.4,1.1,96.4,108.4,-12.0,43.5,9.1,182.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,ZOR,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ZORNOTZA
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,UDEA,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,285.0,SF,UDEA,351,ZOR,0,0,0,0,0,0,0,11,0,0.093,0.7,0.6,0.1,5,10,0.333,0.1,0.1,0.2,ALGECIRAS
239,ISSA THIAM,ZOR,15,19.0,5.5,1.9,5.1,0.364,1.1,3.1,0.362,0.6,0.7,0.9,0.4,2.5,2.9,0.5,0.5,0.1,0.8,2.2,307,UDEA,0.429,0.396,126.3,0.053,0.127,0.086,0.048,0.049,0.9,0.013000000000000001,0.156,0.2,0.9,99.6,105.5,-5.9,24.8,8.5,182.0,SF,ZOR,288,UDEA,0,0,0,0,0,0,0,13,0,0.072,1.7,1.0,0.2,6,5,0.545,0.1,0.2,0.3,ZORNOTZA
